id,full_text
1436815573518794757,victims hurricane ida include entire state louisiana jan file individual business tax return learn hurricaneida tax taxdeadline taxfiling 
1435328777588981767,corner outside potus hurricaneida event say buildbackfossilfree stopline 
1434447477026050048,ida disaster bill b rise trillion waste afghanistan 
1433782079960109061,know certain parishes eligible operation blue roof visit call information factoidfriday everydayforeverycitizen lagov 
1435369821101776899,go get better president biden say climate change visit areas new york new jersey hit hard hurricane ida question get worse 
1435619617603457025,hurricane ida ravage southeast new orleans levees hold fast construction dive ida construction safety 
1435970344515514372,surprise louisiana 
1435195428635557895,good morning people ida 
1434654890526232588,post ask donations supply great need area would like donate please dm amp provide address send god bless thank advance phdvoice academicchatter hurricaneida reliefeffort 
1435248291231453195,county establish resource center ida recovery 
1436316161889742856,begin today free water clothe new home family worship center hammond martin luther king drive teamtangi tangitogether hurricaneidarecovery 
1436498914170003456,blue far eye see hurricaneida 
1434481818150096904,new york city never build withstand deluge like one ida deliver show nyc 
1437203222842724354,hurricaneida remind us buildbackbetter time bring new job louisiana make home efficient make transit cleaner communities healthier jbletlow repclayhiggins reptroycarter stevescalise repmikejohnson garretgraves 
1435691881258573824,great train opportunity undergo home recovery efforts hurricaneida 
1436434763544412164,good sign friends lafitte area entergy spot barataria 
1435908653345816578,laspca find several animals since ida hit look pet check link wwltv 
1435004022092705794,add new feature hole rain hours 
1434918066253668355,letter ochsner lourdes threaten legal action covid vaccine mandate pull louisiana law firm send letter lafayette hospital systems threaten legal action medical center back announce covid vaccine mandate 
1435553024286412808,ida could reduce us production mn mn barrel gulf mexico also represent notable contribution natural gas output price stay firm due production halt naturalgas crude ida oil 
1434758565546401797,hurricaneida hit address situation video aftermath make strong hit louisiana devastate flash flood northeast incl new york allen hurricane ida hurricane ida aftermath situation via youtube 
1437084016621015040,cannot get help insurance agent hurricane ida marvin leblanc 
1434688062362107909,much thankful try recover storm ida really loss word team work lafayette put together send care package help god tear flow impactfulleadership thankyall fam ily 
1435707339038994432,break orleans parish coroner confirm new deaths relate ida ladepthealth say nine relate extend power outages storm relate deaths louisiana wdsu 
1436061830015819779,commit support people new orleans area deal stress cancer treatment hurricaneida stop us 
1434633557008437253,know concern larger issue announcement get literally bring knees school newrochellehighschool hurricaneida 
1435290528757608448,continue hold friends louisiana prayers hurricaneida texas proud send helicopter crew members fire engines amp firefighters aid recovery efforts txlege five things happen around state 
1434463819191832582,morning gma one week hurricane ida tear louisiana half million people still without power come 
1434922862289244168,without federal recognition recovery slower none coastal tribes meet criteria put place washingtondc recognize tribal governments sovereign power nativetwitter louisiana hurricaneidarecovery 
